chromosome1	x1	x2	chromosome2	y1	y2	color	observed	loopId	FDR	EnrichmentScore	distance	-log10(binomal_p-value)	-log10(poisson_p-value)	-log10(hypergeometric_p-value)
chr21	45544462	45569455	chr21	45808728	45828411	"0,255,255"	129	chr21-chr21-68	0.0	6.504201680672269	261611.0	22.7373232269	58.8744239689	191.253873559
chr21	42158253	42175334	chr21	42440142	42457418	"0,255,255"	81	chr21-chr21-69	0.006944444444444444	4.18664752333094	281986.5	8.20453808886	24.8331133097	74.0183967965
chr21	38154351	38164549	chr21	38349296	38360616	"0,255,255"	113	chr21-chr21-7	0.0	5.7969362308514425	195506.0	16.8310208441	46.9765507943	160.538021433
chr21	29225298	29240060	chr21	29367682	29382994	"0,255,255"	67	chr21-chr21-70	0.0	4.26525198938992	142659.0	5.03662487622	21.1297545656	78.4245793193
chr21	31189523	31207782	chr21	31594974	31613879	"0,255,255"	92	chr21-chr21-77	0.020833333333333332	4.195060164661178	405774.0	12.2979525442	28.1261512497	105.829010328
chr21	33920208	33928568	chr21	34343387	34356485	"0,255,255"	108	chr21-chr21-8	0.0	9.35177390258569	425548.0	25.0201221106	64.335799501	160.353955546
chr21	32987465	33002064	chr21	33120510	33133229	"0,255,255"	59	chr21-chr21-83	0.0	3.684301821335646	132105.0	10.2960100993	15.8975373747	88.1143437642
chr21	33917190	33925198	chr21	34081315	34095809	"0,255,255"	52	chr21-chr21-84	0.0	4.903732809430256	167368.0	5.13280121405	19.0907393589	66.8171082695
chr21	29157436	29170753	chr21	29365115	29378767	"0,255,255"	69	chr21-chr21-85	0.0	4.634328358208955	207846.5	7.61763554391	23.6685513172	89.7615613956
chr21	43799463	43815806	chr21	43966090	43984370	"0,255,255"	58	chr21-chr21-88	0.027777777777777776	2.2130365659777427	167595.5	7.2774013536	7.23303477024	87.6647508943
chr21	31084736	31116035	chr21	31568215	31595347	"0,255,255"	118	chr21-chr21-98	0.0	3.8090114324142568	481395.5	15.7512464795	32.0479991077	110.757516098
